日期,客户id,性别,国籍,职业,产品分类,产品名称,等级,价格,购买数量,消费额(元),门店名称,店长
2019/1/3,A023,女,中国,无业游民,咖啡,产品 21,一级,37.1,3,111.3,3W咖啡门头沟店,Simon
2019/1/3,A012,女,美国,上班族,美食,产品 1,一级,25.2,3,75.6,3W咖啡大兴店,Bob
2019/1/3,A002,男,荷兰,学生,冰饮,产品 10,一级,51.1,6,306.6,3W咖啡王府井店,Nancy
2019/1/3,A016,男,英国,无业游民,饮料,产品 2,三级,19.6,4,78.4,3W咖啡西单店,Jerry
2019/1/3,A022,男,中国,无业游民,饮料,产品 3,三级,15,2,30,3W咖啡大兴店,Bob
2019/1/3,A007,男,中国,上班族,咖啡,产品 13,三级,12.8,2,25.6,3W咖啡王府井店,Nancy
2019/1/3,A001,男,中国,退休,饮料,产品 29,三级,2.1,1,2.1,3W咖啡望京店,Tom
2019/1/3,A011,男,美国,无业游民,饮料,产品 28,一级,14.4,4,57.6,3W咖啡西单店,Jerry
2019/1/3,A011,男,美国,无业游民,咖啡,产品 27,一级,22.5,4,90,3W咖啡望京店,Tom
2019/1/3,A014,女,荷兰,上班族,美食,产品 7,一级,18.4,1,18.4,3W咖啡长城店,Jim
2019/1/3,A008,男,中国,学生,咖啡,产品 4,二级,74.4,3,223.2,3W咖啡大兴店,Bob
2019/1/3,A014,女,荷兰,上班族,美食,产品 20,二级,66.6,7,466.2,3W咖啡门头沟店,Simon
2019/1/3,A019,男,荷兰,商务精英,饮料,产品 30,二级,23.4,7,163.8,3W咖啡长城店,Jim
2019/1/3,A013,女,中国,商务精英,美食,产品 20,二级,59.2,1,59.2,3W咖啡长城店,Jim
2019/1/3,A022,男,中国,无业游民,美食,产品 18,二级,79.2,2,158.4,3W咖啡门头沟店,Simon
2019/1/3,A020,男,中国,退休,咖啡,产品 11,一级,31,1,31,3W咖啡王府井店,Nancy
2019/1/3,A008,男,中国,学生,美食,产品 12,三级,6,2,12,3W咖啡大兴店,Bob
2019/1/3,A009,女,英国,学生,饮料,产品 14,三级,8,4,32,3W咖啡长城店,Jim
2019/1/3,A006,女,中国,商务精英,美食,产品 5,一级,5,3,15,3W咖啡门头沟店,Simon
2019/1/3,A018,男,荷兰,退休,饮料,产品 6,一级,59.2,3,177.6,3W咖啡公主坟店,Andy
2019/1/3,A006,女,中国,商务精英,咖啡,产品 16,三级,43.2,3,129.6,3W咖啡王府井店,Nancy
2019/1/3,A024,男,美国,退休,咖啡,产品 11,一级,24.8,7,173.6,3W咖啡大兴店,Bob
2019/1/3,A019,男,荷兰,商务精英,咖啡,产品 19,二级,44.8,1,44.8,3W咖啡鲁谷店,Lucy
2019/1/3,A009,女,英国,学生,美食,产品 7,一级,16.1,1,16.1,3W咖啡王府井店,Nancy
2019/1/3,A024,男,美国,退休,咖啡,产品 16,三级,38.4,3,115.2,3W咖啡鲁谷店,Lucy
2019/1/3,A006,女,中国,商务精英,茶饮,产品 23,一级,5,1,5,3W咖啡大兴店,Bob
2019/1/3,A021,男,荷兰,无业游民,美食,产品 20,二级,66.6,4,266.4,3W咖啡大兴店,Bob
2019/1/3,A020,男,中国,退休,茶饮,产品 17,一级,84.6,2,169.2,3W咖啡公主坟店,Andy
2019/1/3,A024,男,美国,退休,美食,产品 20,二级,59.2,1,59.2,3W咖啡大兴店,Bob
2019/1/3,A014,女,荷兰,上班族,饮料,产品 30,二级,18.2,5,91,3W咖啡望京店,Tom
2019/1/3,A013,女,中国,商务精英,美食,产品 7,一级,16.1,3,48.3,3W咖啡鲁谷店,Lucy
2019/1/3,A009,女,英国,学生,饮料,产品 14,三级,6.4,3,19.2,3W咖啡门头沟店,Simon
2019/1/3,A012,女,美国,上班族,饮料,产品 28,一级,16.2,1,16.2,3W咖啡公主坟店,Andy
2019/1/3,A012,女,美国,上班族,冰饮,产品 10,一级,51.1,3,153.3,3W咖啡西单店,Jerry
2019/1/3,A023,女,中国,无业游民,咖啡,产品 27,一级,25,3,75,3W咖啡王府井店,Nancy
2019/1/3,A024,男,美国,退休,饮料,产品 8,二级,36,4,144,3W咖啡王府井店,Nancy
2019/1/3,A015,女,荷兰,上班族,咖啡,产品 4,二级,74.4,2,148.8,3W咖啡西单店,Jerry
2019/1/3,A021,男,荷兰,无业游民,饮料,产品 24,一级,51.2,2,102.4,3W咖啡长城店,Jim
2019/1/3,A012,女,美国,上班族,美食,产品 20,二级,59.2,4,236.8,3W咖啡大兴店,Bob
2019/1/3,A009,女,英国,学生,饮料,产品 15,一级,24,4,96,3W咖啡王府井店,Nancy
2019/1/3,A022,男,中国,无业游民,冰饮,产品 10,一级,58.4,2,116.8,3W咖啡望京店,Tom
2019/1/4,A022,男,中国,无业游民,饮料,产品 25,一级,24,5,120,3W咖啡西单店,Jerry
2019/1/4,A023,女,中国,无业游民,饮料,产品 30,二级,18.2,5,91,3W咖啡王府井店,Nancy
2019/1/4,A022,男,中国,无业游民,茶饮,产品 22,三级,3.2,1,3.2,3W咖啡望京店,Tom
2019/1/4,A003,女,中国,退休,茶饮,产品 22,三级,4,2,8,3W咖啡鲁谷店,Lucy
2019/1/4,A007,男,中国,上班族,饮料,产品 25,一级,24,1,24,3W咖啡鲁谷店,Lucy
2019/1/4,A002,男,荷兰,学生,咖啡,产品 21,一级,42.4,2,84.8,3W咖啡大兴店,Bob
2019/1/4,A022,男,中国,无业游民,美食,产品 12,三级,4.8,1,4.8,3W咖啡西单店,Jerry
2019/1/4,A002,男,荷兰,学生,美食,产品 20,二级,74,1,74,3W咖啡西单店,Jerry
2019/1/4,A019,男,荷兰,商务精英,饮料,产品 24,一级,57.6,5,288,3W咖啡西单店,Jerry
2019/1/4,A003,女,中国,退休,美食,产品 7,一级,18.4,1,18.4,3W咖啡王府井店,Nancy
2019/1/4,A024,男,美国,退休,饮料,产品 25,一级,21.6,5,108,3W咖啡西单店,Jerry
2019/1/4,A014,女,荷兰,上班族,咖啡,产品 27,一级,22.5,8,180,3W咖啡大兴店,Bob
2019/1/4,A002,男,荷兰,学生,咖啡,产品 16,三级,33.6,9,302.4,3W咖啡王府井店,Nancy
2019/1/4,A020,男,中国,退休,茶饮,产品 22,三级,4,4,16,3W咖啡望京店,Tom
2019/1/4,A023,女,中国,无业游民,茶饮,产品 26,三级,17,2,34,3W咖啡西单店,Jerry
2019/1/4,A023,女,中国,无业游民,茶饮,产品 23,一级,4.5,1,4.5,3W咖啡门头沟店,Simon
2019/1/4,A020,男,中国,退休,冰饮,产品 10,一级,58.4,1,58.4,3W咖啡鲁谷店,Lucy
2019/1/4,A013,女,中国,商务精英,美食,产品 12,三级,4.8,4,19.2,3W咖啡长城店,Jim
2019/1/4,A025,男,美国,无业游民,茶饮,产品 23,一级,5,1,5,3W咖啡门头沟店,Simon
2019/1/4,A015,女,荷兰,上班族,饮料,产品 6,一级,74,6,444,3W咖啡望京店,Tom
2019/1/4,A003,女,中国,退休,饮料,产品 25,一级,24,1,24,3W咖啡鲁谷店,Lucy
2019/1/4,A018,男,荷兰,退休,饮料,产品 2,三级,19.6,1,19.6,3W咖啡大兴店,Bob
2019/1/4,A019,男,荷兰,商务精英,饮料,产品 24,一级,57.6,1,57.6,3W咖啡大兴店,Bob
2019/1/4,A014,女,荷兰,上班族,茶饮,产品 22,三级,2.8,1,2.8,3W咖啡门头沟店,Simon
2019/1/4,A012,女,美国,上班族,美食,产品 20,二级,51.8,1,51.8,3W咖啡王府井店,Nancy
2019/1/4,A002,男,荷兰,学生,饮料,产品 28,一级,14.4,2,28.8,3W咖啡望京店,Tom
2019/1/4,A024,男,美国,退休,咖啡,产品 27,一级,22.5,8,180,3W咖啡长城店,Jim
2019/1/4,A019,男,荷兰,商务精英,美食,产品 12,三级,6,1,6,3W咖啡门头沟店,Simon
2019/1/4,A019,男,荷兰,商务精英,美食,产品 7,一级,18.4,4,73.6,3W咖啡西单店,Jerry
2019/1/4,A001,男,中国,退休,美食,产品 18,二级,61.6,1,61.6,3W咖啡公主坟店,Andy
2019/1/4,A022,男,中国,无业游民,饮料,产品 3,三级,15,3,45,3W咖啡大兴店,Bob
2019/1/4,A021,男,荷兰,无业游民,饮料,产品 29,三级,2.4,8,19.2,3W咖啡西单店,Jerry
2019/1/4,A015,女,荷兰,上班族,冰饮,产品 9,二级,63,1,63,3W咖啡望京店,Tom
2019/1/4,A013,女,中国,商务精英,饮料,产品 14,三级,7.2,1,7.2,3W咖啡大兴店,Bob
2019/1/4,A025,男,美国,无业游民,美食,产品 20,二级,74,3,222,3W咖啡长城店,Jim
2019/1/4,A008,男,中国,学生,咖啡,产品 16,三级,33.6,5,168,3W咖啡望京店,Tom
2019/1/4,A025,男,美国,无业游民,冰饮,产品 10,一级,73,2,146,3W咖啡西单店,Jerry
2019/1/4,A026,女,荷兰,退休,美食,产品 12,三级,6,1,6,3W咖啡门头沟店,Simon
2019/1/4,A012,女,美国,上班族,饮料,产品 24,一级,64,6,384,3W咖啡西单店,Jerry
2019/1/4,A008,男,中国,学生,美食,产品 5,一级,4,4,16,3W咖啡西单店,Jerry
2019/1/4,A010,男,荷兰,无业游民,美食,产品 12,三级,4.2,5,21,3W咖啡鲁谷店,Lucy
2019/1/4,A016,男,英国,无业游民,咖啡,产品 16,三级,43.2,3,129.6,3W咖啡西单店,Jerry
2019/1/4,A005,男,英国,无业游民,咖啡,产品 4,二级,93,1,93,3W咖啡西单店,Jerry
2019/1/4,A006,女,中国,商务精英,茶饮,产品 22,三级,3.6,1,3.6,3W咖啡门头沟店,Simon
2019/1/4,A008,男,中国,学生,美食,产品 20,二级,59.2,1,59.2,3W咖啡西单店,Jerry
2019/1/4,A020,男,中国,退休,咖啡,产品 19,二级,39.2,3,117.6,3W咖啡王府井店,Nancy
2019/1/4,A011,男,美国,无业游民,咖啡,产品 21,一级,42.4,5,212,3W咖啡西单店,Jerry
2019/1/4,A025,男,美国,无业游民,饮料,产品 2,三级,28,2,56,3W咖啡望京店,Tom
2019/1/4,A020,男,中国,退休,咖啡,产品 13,三级,12.8,1,12.8,3W咖啡公主坟店,Andy
2019/1/4,A018,男,荷兰,退休,饮料,产品 14,三级,5.6,1,5.6,3W咖啡王府井店,Nancy
2019/1/4,A002,男,荷兰,学生,饮料,产品 14,三级,7.2,1,7.2,3W咖啡西单店,Jerry
2019/1/4,A001,男,中国,退休,冰饮,产品 9,二级,70,1,70,3W咖啡望京店,Tom
2019/1/4,A017,女,美国,学生,饮料,产品 6,一级,66.6,4,266.4,3W咖啡长城店,Jim
2019/1/4,A012,女,美国,上班族,美食,产品 18,二级,79.2,1,79.2,3W咖啡西单店,Jerry
2019/1/4,A013,女,中国,商务精英,咖啡,产品 21,一级,37.1,1,37.1,3W咖啡公主坟店,Andy
2019/1/4,A005,男,英国,无业游民,饮料,产品 3,三级,15,1,15,3W咖啡大兴店,Bob
2019/1/4,A004,女,美国,商务精英,咖啡,产品 4,二级,83.7,1,83.7,3W咖啡西单店,Jerry
2019/1/4,A014,女,荷兰,上班族,美食,产品 7,一级,16.1,2,32.2,3W咖啡王府井店,Nancy
2019/1/4,A026,女,荷兰,退休,饮料,产品 8,二级,40,3,120,3W咖啡门头沟店,Simon
2019/1/4,A014,女,荷兰,上班族,美食,产品 7,一级,16.1,3,48.3,3W咖啡大兴店,Bob
2019/1/4,A003,女,中国,退休,饮料,产品 14,三级,6.4,1,6.4,3W咖啡门头沟店,Simon
2019/1/4,A002,男,荷兰,学生,咖啡,产品 11,一级,31,4,124,3W咖啡长城店,Jim
2019/1/4,A010,男,荷兰,无业游民,美食,产品 12,三级,4.8,6,28.8,3W咖啡西单店,Jerry
2019/1/4,A026,女,荷兰,退休,美食,产品 1,一级,19.6,1,19.6,3W咖啡王府井店,Nancy
2019/1/4,A016,男,英国,无业游民,茶饮,产品 17,一级,94,1,94,3W咖啡望京店,Tom
2019/1/4,A008,男,中国,学生,饮料,产品 14,三级,7.2,1,7.2,3W咖啡王府井店,Nancy
2019/1/4,A022,男,中国,无业游民,饮料,产品 25,一级,16.8,4,67.2,3W咖啡西单店,Jerry
2019/1/4,A001,男,中国,退休,冰饮,产品 9,二级,56,1,56,3W咖啡西单店,Jerry
2019/1/4,A002,男,荷兰,学生,美食,产品 5,一级,3.5,1,3.5,3W咖啡鲁谷店,Lucy
2019/1/4,A009,女,英国,学生,咖啡,产品 27,一级,25,1,25,3W咖啡大兴店,Bob
2019/1/4,A024,男,美国,退休,饮料,产品 3,三级,10.5,1,10.5,3W咖啡门头沟店,Simon
2019/1/4,A013,女,中国,商务精英,冰饮,产品 10,一级,65.7,1,65.7,3W咖啡公主坟店,Andy
2019/1/4,A021,男,荷兰,无业游民,饮料,产品 15,一级,30,1,30,3W咖啡西单店,Jerry
2019/1/4,A011,男,美国,无业游民,茶饮,产品 22,三级,2.8,2,5.6,3W咖啡公主坟店,Andy
2019/1/4,A002,男,荷兰,学生,咖啡,产品 11,一级,27.9,1,27.9,3W咖啡门头沟店,Simon
2019/1/4,A022,男,中国,无业游民,茶饮,产品 23,一级,5,6,30,3W咖啡大兴店,Bob
2019/1/4,A008,男,中国,学生,咖啡,产品 4,二级,74.4,4,297.6,3W咖啡西单店,Jerry
2019/1/4,A010,男,荷兰,无业游民,茶饮,产品 23,一级,5,1,5,3W咖啡鲁谷店,Lucy
2019/1/4,A008,男,中国,学生,饮料,产品 15,一级,27,1,27,3W咖啡大兴店,Bob
2019/1/4,A025,男,美国,无业游民,饮料,产品 3,三级,10.5,1,10.5,3W咖啡门头沟店,Simon
2019/1/4,A015,女,荷兰,上班族,饮料,产品 24,一级,64,4,256,3W咖啡鲁谷店,Lucy
2019/1/4,A024,男,美国,退休,美食,产品 1,一级,19.6,2,39.2,3W咖啡王府井店,Nancy
2019/1/4,A011,男,美国,无业游民,咖啡,产品 4,二级,83.7,1,83.7,3W咖啡大兴店,Bob
2019/1/4,A022,男,中国,无业游民,美食,产品 5,一级,4.5,1,4.5,3W咖啡西单店,Jerry
2019/1/4,A007,男,中国,上班族,饮料,产品 25,一级,21.6,5,108,3W咖啡公主坟店,Andy
2019/1/4,A017,女,美国,学生,饮料,产品 24,一级,44.8,1,44.8,3W咖啡望京店,Tom
2019/1/4,A004,女,美国,商务精英,美食,产品 20,二级,59.2,3,177.6,3W咖啡门头沟店,Simon
2019/1/4,A022,男,中国,无业游民,饮料,产品 25,一级,16.8,1,16.8,3W咖啡大兴店,Bob
2019/1/4,A008,男,中国,学生,茶饮,产品 17,一级,65.8,1,65.8,3W咖啡大兴店,Bob
2019/1/4,A017,女,美国,学生,饮料,产品 2,三级,25.2,9,226.8,3W咖啡王府井店,Nancy
2019/1/4,A012,女,美国,上班族,咖啡,产品 16,三级,43.2,1,43.2,3W咖啡公主坟店,Andy
2019/1/4,A015,女,荷兰,上班族,冰饮,产品 10,一级,51.1,1,51.1,3W咖啡鲁谷店,Lucy
2019/1/4,A014,女,荷兰,上班族,饮料,产品 6,一级,59.2,1,59.2,3W咖啡王府井店,Nancy
2019/1/4,A023,女,中国,无业游民,美食,产品 18,二级,61.6,6,369.6,3W咖啡西单店,Jerry
2019/1/4,A003,女,中国,退休,咖啡,产品 27,一级,17.5,1,17.5,3W咖啡王府井店,Nancy
2019/1/4,A019,男,荷兰,商务精英,咖啡,产品 27,一级,20,5,100,3W咖啡鲁谷店,Lucy
2019/1/4,A003,女,中国,退休,茶饮,产品 26,三级,15.3,3,45.9,3W咖啡长城店,Jim
2019/1/4,A018,男,荷兰,退休,咖啡,产品 4,二级,83.7,4,334.8,3W咖啡门头沟店,Simon
2019/1/4,A015,女,荷兰,上班族,饮料,产品 6,一级,59.2,2,118.4,3W咖啡西单店,Jerry
2019/1/4,A021,男,荷兰,无业游民,咖啡,产品 16,三级,48,1,48,3W咖啡西单店,Jerry
2019/1/4,A022,男,中国,无业游民,茶饮,产品 17,一级,84.6,1,84.6,3W咖啡王府井店,Nancy
2019/1/4,A023,女,中国,无业游民,咖啡,产品 13,三级,16,9,144,3W咖啡公主坟店,Andy
2019/1/4,A001,男,中国,退休,饮料,产品 29,三级,2.4,1,2.4,3W咖啡门头沟店,Simon
2019/1/4,A006,女,中国,商务精英,咖啡,产品 13,三级,14.4,2,28.8,3W咖啡公主坟店,Andy
2019/1/4,A001,男,中国,退休,饮料,产品 14,三级,8,3,24,3W咖啡鲁谷店,Lucy
2019/1/4,A010,男,荷兰,无业游民,饮料,产品 30,二级,26,1,26,3W咖啡门头沟店,Simon
2019/1/4,A001,男,中国,退休,咖啡,产品 11,一级,24.8,1,24.8,3W咖啡门头沟店,Simon
2019/1/4,A025,男,美国,无业游民,茶饮,产品 17,一级,84.6,2,169.2,3W咖啡公主坟店,Andy
2019/1/4,A007,男,中国,上班族,茶饮,产品 26,三级,11.9,2,23.8,3W咖啡西单店,Jerry
2019/1/4,A024,男,美国,退休,美食,产品 20,二级,66.6,1,66.6,3W咖啡门头沟店,Simon
2019/1/4,A005,男,英国,无业游民,美食,产品 5,一级,4,4,16,3W咖啡长城店,Jim
2019/1/4,A010,男,荷兰,无业游民,美食,产品 7,一级,16.1,2,32.2,3W咖啡鲁谷店,Lucy
2019/1/4,A018,男,荷兰,退休,美食,产品 12,三级,6,1,6,3W咖啡王府井店,Nancy
2019/1/4,A019,男,荷兰,商务精英,茶饮,产品 26,三级,13.6,5,68,3W咖啡门头沟店,Simon
2019/1/4,A016,男,英国,无业游民,美食,产品 20,二级,59.2,2,118.4,3W咖啡大兴店,Bob
2019/1/4,A003,女,中国,退休,咖啡,产品 4,二级,83.7,3,251.1,3W咖啡公主坟店,Andy
2019/1/4,A021,男,荷兰,无业游民,咖啡,产品 11,一级,31,6,186,3W咖啡王府井店,Nancy
2019/1/4,A008,男,中国,学生,咖啡,产品 27,一级,20,2,40,3W咖啡门头沟店,Simon
2019/1/4,A014,女,荷兰,上班族,茶饮,产品 26,三级,15.3,1,15.3,3W咖啡大兴店,Bob
2019/1/4,A021,男,荷兰,无业游民,美食,产品 12,三级,5.4,1,5.4,3W咖啡大兴店,Bob
2019/1/4,A008,男,中国,学生,饮料,产品 15,一级,21,2,42,3W咖啡长城店,Jim
2019/1/4,A026,女,荷兰,退休,饮料,产品 24,一级,57.6,1,57.6,3W咖啡长城店,Jim
2019/1/4,A003,女,中国,退休,咖啡,产品 11,一级,21.7,1,21.7,3W咖啡王府井店,Nancy
2019/1/4,A010,男,荷兰,无业游民,饮料,产品 29,三级,2.7,1,2.7,3W咖啡门头沟店,Simon
2019/1/4,A008,男,中国,学生,饮料,产品 8,二级,32,6,192,3W咖啡公主坟店,Andy
2019/1/4,A007,男,中国,上班族,饮料,产品 14,三级,8,1,8,3W咖啡鲁谷店,Lucy
2019/1/4,A018,男,荷兰,退休,饮料,产品 15,一级,30,1,30,3W咖啡望京店,Tom
2019/1/4,A004,女,美国,商务精英,茶饮,产品 17,一级,94,1,94,3W咖啡长城店,Jim
2019/1/4,A016,男,英国,无业游民,冰饮,产品 9,二级,56,1,56,3W咖啡西单店,Jerry
2019/1/4,A019,男,荷兰,商务精英,饮料,产品 24,一级,64,1,64,3W咖啡鲁谷店,Lucy
2019/1/4,A006,女,中国,商务精英,美食,产品 20,二级,74,3,222,3W咖啡望京店,Tom
2019/1/4,A001,男,中国,退休,美食,产品 5,一级,3.5,4,14,3W咖啡望京店,Tom
2019/1/4,A009,女,英国,学生,饮料,产品 6,一级,74,2,148,3W咖啡大兴店,Bob
2019/1/4,A017,女,美国,学生,咖啡,产品 27,一级,22.5,1,22.5,3W咖啡公主坟店,Andy
2019/1/4,A019,男,荷兰,商务精英,饮料,产品 30,二级,23.4,2,46.8,3W咖啡西单店,Jerry
2019/1/4,A018,男,荷兰,退休,美食,产品 5,一级,4,2,8,3W咖啡长城店,Jim
2019/1/4,A007,男,中国,上班族,咖啡,产品 27,一级,25,6,150,3W咖啡门头沟店,Simon
2019/1/4,A024,男,美国,退休,咖啡,产品 4,二级,74.4,3,223.2,3W咖啡门头沟店,Simon
2019/1/4,A018,男,荷兰,退休,咖啡,产品 11,一级,24.8,1,24.8,3W咖啡门头沟店,Simon
2019/1/4,A026,女,荷兰,退休,饮料,产品 28,一级,16.2,3,48.6,3W咖啡西单店,Jerry
2019/1/4,A003,女,中国,退休,饮料,产品 3,三级,13.5,1,13.5,3W咖啡门头沟店,Simon
2019/1/4,A013,女,中国,商务精英,美食,产品 20,二级,59.2,3,177.6,3W咖啡望京店,Tom
2019/1/4,A025,男,美国,无业游民,饮料,产品 25,一级,16.8,1,16.8,3W咖啡鲁谷店,Lucy
2019/1/4,A024,男,美国,退休,饮料,产品 2,三级,22.4,1,22.4,3W咖啡西单店,Jerry
2019/1/4,A010,男,荷兰,无业游民,茶饮,产品 23,一级,4,7,28,3W咖啡望京店,Tom
2019/1/4,A017,女,美国,学生,美食,产品 18,二级,88,1,88,3W咖啡望京店,Tom
2019/1/4,A023,女,中国,无业游民,咖啡,产品 11,一级,27.9,1,27.9,3W咖啡长城店,Jim
2019/1/4,A018,男,荷兰,退休,咖啡,产品 13,三级,NULL,2,32,3W咖啡公主坟店,Andy
2019/1/4,A013,女,中国,商务精英,咖啡,产品 11,一级,24.8,2,49.6,3W咖啡公主坟店,Andy
2019/1/4,A001,男,中国,退休,咖啡,产品 21,一级,42.4,9,381.6,3W咖啡大兴店,Bob
2019/1/4,A015,女,荷兰,上班族,美食,产品 18,二级,61.6,1,61.6,3W咖啡西单店,Jerry
2019/1/4,A013,女,中国,商务精英,饮料,产品 2,三级,19.6,1,19.6,3W咖啡望京店,Tom
2019/1/4,A025,男,美国,无业游民,美食,产品 1,一级,28,2,56,3W咖啡大兴店,Bob
2019/1/4,A017,女,美国,学生,饮料,产品 24,一级,57.6,8,460.8,3W咖啡王府井店,Nancy
2019/1/4,A017,女,美国,学生,美食,产品 20,二级,51.8,1,51.8,3W咖啡望京店,Tom
2019/1/4,A018,男,荷兰,退休,美食,产品 18,二级,61.6,4,246.4,3W咖啡公主坟店,Andy
2019/1/4,A023,女,中国,无业游民,美食,产品 5,一级,4.5,3,13.5,3W咖啡门头沟店,Simon
2019/1/4,A002,男,荷兰,学生,美食,产品 1,一级,28,1,28,3W咖啡公主坟店,Andy
2019/1/4,A017,女,美国,学生,美食,产品 12,三级,4.8,4,19.2,3W咖啡门头沟店,Simon
2019/1/4,A012,女,美国,上班族,美食,产品 12,三级,4.8,3,14.4,3W咖啡公主坟店,Andy
2019/1/4,A019,男,荷兰,商务精英,美食,产品 7,一级,23,1,23,3W咖啡王府井店,Nancy
2019/1/4,A009,女,英国,学生,饮料,产品 25,一级,21.6,1,21.6,3W咖啡大兴店,Bob
2019/1/4,A012,女,美国,上班族,茶饮,产品 17,一级,84.6,4,338.4,3W咖啡公主坟店,Andy
2019/1/5,A016,男,英国,无业游民,饮料,产品 29,三级,2.4,3,7.2,3W咖啡望京店,Tom
2019/1/5,A011,男,美国,无业游民,咖啡,产品 21,一级,42.4,2,84.8,3W咖啡大兴店,Bob
2019/1/5,A021,男,荷兰,无业游民,美食,产品 5,一级,4,6,24,3W咖啡鲁谷店,Lucy
2019/1/5,A020,男,中国,退休,饮料,产品 30,二级,26,4,104,3W咖啡公主坟店,Andy
2019/1/5,A018,男,荷兰,退休,冰饮,产品 10,一级,51.1,2,102.2,3W咖啡西单店,Jerry
2019/1/5,A003,女,中国,退休,咖啡,产品 16,三级,43.2,1,43.2,3W咖啡望京店,Tom
2019/1/5,A014,女,荷兰,上班族,美食,产品 20,二级,74,2,148,3W咖啡鲁谷店,Lucy
2019/1/5,A020,男,中国,退休,冰饮,产品 9,二级,56,1,56,3W咖啡公主坟店,Andy
2019/1/5,A002,男,荷兰,学生,冰饮,产品 9,二级,49,3,147,3W咖啡大兴店,Bob
2019/1/5,A018,男,荷兰,退休,饮料,产品 25,一级,24,2,48,3W咖啡大兴店,Bob
2019/1/5,A010,男,荷兰,无业游民,咖啡,产品 13,三级,11.2,1,11.2,3W咖啡西单店,Jerry
2019/1/5,A023,女,中国,无业游民,饮料,产品 24,一级,64,3,192,3W咖啡望京店,Tom
2019/1/5,A012,女,美国,上班族,冰饮,产品 10,一级,51.1,4,204.4,3W咖啡望京店,Tom
2019/1/5,A015,女,荷兰,上班族,美食,产品 18,二级,88,1,88,3W咖啡望京店,Tom
2019/1/5,A024,男,美国,退休,饮料,产品 3,三级,12,5,60,3W咖啡王府井店,Nancy
2019/1/5,A022,男,中国,无业游民,咖啡,产品 4,二级,65.1,1,65.1,3W咖啡长城店,Jim
2019/1/5,A015,女,荷兰,上班族,饮料,产品 6,一级,59.2,1,59.2,3W咖啡长城店,Jim
2019/1/5,A010,男,荷兰,无业游民,冰饮,产品 10,一级,51.1,1,51.1,3W咖啡鲁谷店,Lucy
2019/1/5,A013,女,中国,商务精英,咖啡,产品 27,一级,17.5,1,17.5,3W咖啡鲁谷店,Lucy
2019/1/5,A020,男,中国,退休,饮料,产品 14,三级,7.2,1,7.2,3W咖啡大兴店,Bob
2019/1/5,A023,女,中国,无业游民,美食,产品 5,一级,3.5,3,10.5,3W咖啡大兴店,Bob
2019/1/5,A025,男,美国,无业游民,饮料,产品 14,三级,8,1,8,3W咖啡望京店,Tom
2019/1/5,A021,男,荷兰,无业游民,咖啡,产品 13,三级,11.2,1,11.2,3W咖啡西单店,Jerry
2019/1/5,A012,女,美国,上班族,茶饮,产品 22,三级,3.6,4,14.4,3W咖啡王府井店,Nancy
